id_tweet,sigla,id_proposicao_leggo,relator_proposicao
1266130336561463308,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1266130335181557763,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1166685946731016194,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1166459219920457729,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1166391868277559303,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1164349578063306753,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1164338085250961414,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1164243165408321538,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1164241737646260224,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1164175032374964224,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1207035287236419585,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1242419058634522624,MP 928,6fba0b249a9fe6d366d096368e79044d,FALSE
1251218618110611456,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1229875486861545478,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1150858388810686465,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1250121845866717187,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1245754236765458432,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1164247188861571074,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1181926204439515136,PL 3267,34d718f1cd9d10f46749a48041456be4,FALSE
1259857510078480387,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1266367443070402565,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1164247980553252864,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1225884244515401734,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1176973906198089731,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1166516967366438912,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1162761644390457349,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1131511567080673280,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1131511525938814977,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1128775958868180992,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1128669203085647873,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1166710178747691008,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1131345243046068224,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1131345237824221184,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1131345234300948481,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1263095075493511170,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1189886394413572096,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1189886259616985089,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1189886148455387136,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1262824091754491904,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262820322400563201,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262816038594306050,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262810867097309187,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1247944258587430914,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1247634321479028737,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1192596885330178050,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1174032861546123265,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1163867198487781377,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1133434304229531648,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1262810604785582080,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1247566299846369285,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1247185445856915457,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1261346372156039171,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246171115820589062,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1131270271380459520,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1177561062343725056,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,TRUE
1166319021119221763,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,TRUE
1263794245535744001,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1247632087387160582,MP 944,a70f71abccd6b13c8242d76e33665f53,FALSE
1247320873897525253,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1172108667438735360,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1162071752895344645,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1130909211553148929,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1130819557633986560,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1164709868835659778,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1255217413626437632,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1230964704601919489,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1182664786343088130,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1182401058951307265,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1182311839796994048,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1263239413775110147,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1256665860875390976,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1256664840489271296,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1248689142583758854,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1237484885792751628,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1237031418674532352,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1235676688744357888,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1233374779962462209,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1230498459188330497,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1230200617295020034,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1229869059585593344,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1229867086836633602,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1229419194376167424,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1227738784864882690,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1227329624511844352,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1226886123261173760,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1224424597669523457,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1224410276528828421,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1223310529889996801,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1222228270252462080,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1221836355615051777,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1219351844935421952,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1219336028059787270,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1217276056790499330,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1217109415301652485,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1217101864346574848,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1216841558588362752,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1214924723102126080,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1211357072689893376,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1209601811356749826,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1209435771628687361,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1209290255167299584,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1209211772659478535,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1209070880984354816,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1208888918244020224,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1205594941705068546,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1204867837346664448,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1203390929954062336,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1201162447580803073,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1200130006162329600,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1200029337149415430,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1198646016301510656,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1197584750283804672,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1197557995577774085,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1197311772534935557,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1196487468771610629,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1191741773565112322,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1191687756667379717,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1190755042447503360,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1189298160646213633,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1186619100061224960,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1184560102298279936,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1182756840385454080,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1179483395300179969,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1177980653171818496,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1176989702060163072,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1176917165607440385,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1174754096626188292,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1174445268219158529,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1174112133430304768,PL 3267,34d718f1cd9d10f46749a48041456be4,TRUE
1242538593664499712,MP 928,6fba0b249a9fe6d366d096368e79044d,FALSE
1251281777735467010,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246418262826549248,MP 944,a70f71abccd6b13c8242d76e33665f53,FALSE
1246414826416504832,MP 944,a70f71abccd6b13c8242d76e33665f53,FALSE
1207082672138391554,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1164645555504668672,PL 3729,bf906e4e69a3f0864cf079fc194eed1b,TRUE
1266179847363219456,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1156897705001701376,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1156897703051350017,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1245795533698064384,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1181584925616754690,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1180186880995934214,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1266135975945818112,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1172594344274092032,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1172579650503106561,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1263047506931392512,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1247694513658826754,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1262827866858938371,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262825349999624193,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262824091989532673,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262821575407144960,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262820320894951425,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262819058275082240,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262816541734662144,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262815283783200768,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262814025705906177,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262812767679131649,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262811508649549824,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262808992444792834,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262807733637537792,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262806476130791424,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1258818952022691843,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1258813917649747968,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246141082741719042,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1229788991668604928,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1176869267087810560,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1207040302630014976,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1266175088820457472,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1266093040424439821,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1261277710896312323,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246220091357880320,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1245592329940914176,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1242315590607536129,MP 928,6fba0b249a9fe6d366d096368e79044d,FALSE
1143703733378965504,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1141765432447328257,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1191463264804311046,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1253527595087532034,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1253428384543109120,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246401977459892225,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1179363923411247105,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1262820953647693824,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262818311504629760,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262815321758535681,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1261374986742358019,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1166860027061264384,PL 4741,e21dab054eb793a92388b2065392c5e7,FALSE
1166496859432656896,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1266131329831309318,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1266083156865748999,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1265971830654996481,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1265727833013465096,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1265652772969603077,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1265649766408601602,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1265640680979927043,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1265451656520634369,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1263894270693519360,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1263441861613682688,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1263173859932549124,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1263091409357283328,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1259961798888996867,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1257457050596098056,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1247207823672573952,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1246797322002018304,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1245831781967790080,MP 936,657ef36227791c5254b215bab785aaba,TRUE
1242274515851362304,MP 928,6fba0b249a9fe6d366d096368e79044d,FALSE
1262851522792026112,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262846489216249856,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262843972755640321,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262841618857689089,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262836423117492224,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262833906451128320,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262828873235886081,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262826356716433408,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262823839928430592,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1262821286981623809,PL 2633,8f7e86d3feb94a434b529c72db29d8ea,FALSE
1249754603681439745,MP 944,a70f71abccd6b13c8242d76e33665f53,FALSE
1148978483651121153,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1249715489108103171,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246216157998301184,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1266342097591906304,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1181365981559558144,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1179873783387168768,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1176979816068898819,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1192507524710318087,PEC 18,8d974ba88f593b800d77db6dc6f1f0f1,FALSE
1266179488565678080,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1262902085445718016,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1258787835378876418,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1247627894916091908,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1247496294588911617,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1245710570768273408,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1237456638635905025,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1225464395972726786,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1176908333963501568,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1141039565639213058,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1141037341320130561,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1136635401811177472,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1106298583203090449,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1184179485719105539,PL 3267,34d718f1cd9d10f46749a48041456be4,FALSE
1140995606212763648,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1140995542593474570,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1133445002053525506,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1237565754842611714,PEC 15,fe7cfbab57365f881a499a0d4d95377f,TRUE
1227400499143401474,PEC 15,fe7cfbab57365f881a499a0d4d95377f,TRUE
1219293267579297792,PEC 15,fe7cfbab57365f881a499a0d4d95377f,TRUE
1218598753000738821,PEC 15,fe7cfbab57365f881a499a0d4d95377f,TRUE
1142865047460429825,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1237044663221194757,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1191435258757029891,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1190273396107567104,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1189997072289849345,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1181927709632532481,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1148644321056493568,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1140616257668038656,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1138773089116987392,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1138561055804837888,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1131251513261797383,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
1127923899503656960,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1127920928665546752,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1118284151734644736,PL 2340,d521ddd441e7049ae107f48c9b6c409d,FALSE
1141399689595691012,PEC 39,8c68426fefc96e8f847e37ad2edea2f0,FALSE
1266064211496644609,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1235388526826528769,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1229755954499072000,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1200104136127209474,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1199692703795236866,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1266362434916421632,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1246063661816430593,MP 936,657ef36227791c5254b215bab785aaba,FALSE
1258840616412352512,PL 2477,f78a7b220e57f35010658203d94cfcc4,FALSE
1149422243405082626,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1144291713181212673,PEC 15,fe7cfbab57365f881a499a0d4d95377f,FALSE
1200395560139796482,PEC 45,e0c50cfb097ef9953e6b0150f45c2afc,FALSE
