id_tweet,username,text,date,url,reply_count,retweet_count,like_count,quote_count
1091454154642473e3,pastorliomar,@KatiaRochaADV @KatiaAbreu No Senado  ? Se trocarem a luz branca por vermelha...  Entendeu  ?,2019-02-01T21:52:03Z,https://twitter.com/PastorLiomar/status/1091454154642472962,0,3,6,1
1394706518898057200,vladimiraras,"'Bússola que nos direcionou ao caos', diz senadora @KatiaAbreu sobre o ex-chanceler @ernestofaraujo https://t.co/EJrbGx1iSi",2021-05-18T17:28:41Z,https://twitter.com/VladimirAras/status/1394706518898057216,0,3,19,1
1244451134313554e3,vladimiraras,"@KatiaAbreu Que ele tenha melhora plena, senadora.",2020-03-30T02:27:25Z,https://twitter.com/VladimirAras/status/1244451134313553920,0,1,5,0
1264259492151267300,pattyy_ribeiro,@KatiaAbreu Cala a boca sua ladra!!!,2020-05-23T18:18:46Z,https://twitter.com/Pattyy_Ribeiro/status/1264259492151267328,0,0,1,0
1237234781907300400,pattyy_ribeiro,@KatiaAbreu Cala a boca “ladra“!!!! https://t.co/l95ReqPDej,2020-03-10T04:32:13Z,https://twitter.com/Pattyy_Ribeiro/status/1237234781907300354,0,0,0,0
1234409202870866e3,pattyy_ribeiro,@KatiaAbreu Ladra de pasta!! Xiuuuu!!!!,2020-03-02T09:24:22Z,https://twitter.com/Pattyy_Ribeiro/status/1234409202870865920,0,0,10,0
1166767869302124500,pattyy_ribeiro,@KatiaAbreu Vc é asquerosa ladra de pastas!!  #ForcaSalles,2019-08-28T17:41:52Z,https://twitter.com/Pattyy_Ribeiro/status/1166767869302124544,2,0,35,1
1142092096305848300,pattyy_ribeiro,@davialcolombra @KatiaAbreu A mesma que roubou a pasta? Ahh sei quem é...hipocrisia reina!!,2019-06-21T15:29:09Z,https://twitter.com/Pattyy_Ribeiro/status/1142092096305848320,1,0,0,0
1138970917256777700,pattyy_ribeiro,@KatiaAbreu Não foi a senhora a “ladra“ da pasta???🤔🤔🤔,2019-06-13T00:46:42Z,https://twitter.com/Pattyy_Ribeiro/status/1138970917256777728,1,3,35,2
1096589331836403700,pattyy_ribeiro,@KatiaAbreu Eu nunca vou falar mal de vc viu ? 🤐🤐🤐🤐🤐🤐🤐🤐🤐 https://t.co/czwKy1B24A,2019-02-16T01:57:25Z,https://twitter.com/Pattyy_Ribeiro/status/1096589331836403712,1,1,24,0
1394589627709853700,humbertoreisjr,"👑Senadora que foi para a Disney na Black Friday, quer ir para China na nossa conta https://t.co/paLgHhvmRZ Em tempos de tratativas virtuais, Kátia Abreu @KatiaAbreu quer o pagador de impostos bancando viagem a fim de supostamente “negociar” a compra de vacinas.",2021-05-18T09:44:12Z,https://twitter.com/HumbertoReisJr/status/1394589627709853696,2,18,29,1
1331168295479898e3,humbertoreisjr,"👑Senador Irajá, filho da senadora Katia Abreu, é acusado de estupro https://t.co/x1CAm6WAKj Senadora @KatiaAbreu , esse é um caso parecido com o de Mari Ferrer. A exemplo do primeiro, esse também terá a sua solidariedade? Ou foi uma denúncia caluniosa?",2020-11-24T09:30:28Z,https://twitter.com/HumbertoReisJr/status/1331168295479898112,3,26,68,5
1202224195985453e3,humbertoreisjr,"👑Alcolumbre e 2 senadores não contam quem pagou passeio a Orlando, para festa da Honda https://t.co/EUADECRs2v Kátia Abreu e Ciro Nogueira foram com o presidente à terra da Disney em plena Black Friday @davialcolumbre @KatiaAbreu @ciro_nogueira , e aí ?",2019-12-04T13:52:39Z,https://twitter.com/HumbertoReisJr/status/1202224195985453068,1,15,21,0
1141657598359494700,humbertoreisjr,👑A senadora esqueceu do passado? Ou é canalhice mesmo? @KatiaAbreu temos vídeos para lembrá-lá das sua convicções... https://t.co/csFLNt7JP4,2019-06-20T10:42:37Z,https://twitter.com/HumbertoReisJr/status/1141657598359494656,14,36,53,4
1095104297027731500,aassibarreto,@KatiaAbreu corretíssimo,2019-02-11T00:00:00Z,https://twitter.com/aassibarreto/status/1095104297027731456,0,0,0,NA
1091788978796269600,aassibarreto,@KatiaAbreu tratante!,2019-02-02T00:00:00Z,https://twitter.com/aassibarreto/status/1091788978796269568,0,0,0,NA
1091458580593721300,aguedescartoon,Alguém acredita que a @KatiaAbreu está expondo sua imagem ao ridículo em prol do Brasil? Dos brasileiros? Da República? Da democracia? Eu só consigo enxergar ali um faminto brigando pelo seu próprio prato de comida.,2019-02-01T00:00:00Z,https://twitter.com/aguedescartoon/status/1091458580593721344,226,733,4352,NA
1091451903584731100,aguedescartoon,Eta @KatiaAbreu que papelão hein,2019-02-01T00:00:00Z,https://twitter.com/aguedescartoon/status/1091451903584731143,69,55,645,NA
1264291075855876e3,alvarodias_,@antoniobaiarn @KatiaAbreu Quatro deputados distritais apresentaram um requerimento pedindo a anulação da votação do projeto e também acionaram a Justiça para derrubar o ato. Eles alegam que a análise da proposta ocorreu de forma irregular. #EquipeAlvaroDias,2020-05-23T00:00:00Z,https://twitter.com/alvarodias_/status/1264291075855876097,2,1,1,NA
1263879374471905300,alvarodias_,@SilverioElienai @modilasegantin @davialcolumbre @KatiaAbreu @ottoalencar @acirgurgacz Ele tem a prerrogativa de instalar ou não a CPI e de colocar em votação os pedidos de impeachment. #EquipeAlvaroDias,2020-05-22T00:00:00Z,https://twitter.com/alvarodias_/status/1263879374471905285,1,0,1,NA
